,theproduct,theCommenturl,who,star,thetime,location,SKU,comment,helpful,sku
3464,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,1.0,2019-07-12 00:00:00,美國,,"This would be a great product if it worked. I plugged everything in and plugged it into my ASUS Zenbook Pro 15. It works fine with everything for a few seconds, but then the mouse and keyboard suddenly stop working. I did everything I could to try and update the drivers and even updated my BIOS but nothing worked. Also Dell's customer support is useless. I called the number for their support and they asked me for a Express Support Code which is supposed to be somewhere on the underside of the device. It was nowhere to be found so I couldn't even get to the step of talking to a real person. I'm honestly just disappointed because now I have to do more research and find one that works better with my laptop. It may be just that this one isn't compatible with my laptop but I looked that up before I bought it and couldn't find anything about compatibility.",1,
3465,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ciprian Soldan,3.0,2016-07-21 00:00:00,美國,,"I just got it. It is ok, it is functional. The power on/off button is working. The thunderbolt connection is also working. If you are looking for a dock with power supply of 130W for your laptop, this one provides only 95W. 130W from the description is the power of the adapter. I'm running with two adapters one for dock one for laptop (Dell Precision 5510). I didn't test the 4k, yet. This will come tomorrow.",2,
3466,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,N. K.,3.0,2017-08-11 00:00:00,美國,,"I didn't have any trouble with the dock as others have posted - Worked right out of the box even without updates. However, what I have encountered is a low pitch ""buzzing"" like there is a hornet trapped inside the wall next to me. Not all the time, just enough to be distracting. Coil noise? Who knows.",1,
3467,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kyle,1.0,2023-03-14 00:00:00,美國,,"After testing this dock with different cables, power adapters, and laptops, this docking station did not work and was returned. Item has marks indicating that item was used and/or refurbished.",0,
3468,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jarrod Council,5.0,2019-12-10 00:00:00,美國,,I LOVE this docking station--I have one for home and one for office. Powers my Latitude 5590 and allows for Bluetooth mouse/keyboard access. The only drawback of this station is one HDMI. If you need multi-HDMI then obviously you need to upgrade.,0,
3469,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,me,5.0,2020-04-10 00:00:00,美國,,Running 2 monitors and 4 USB devices off of the hub with no issues. only a single USB-C connection between the laptop and the hub. came with the correct power supply and works great!,0,
3470,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2019-10-08 00:00:00,美國,,"Dell dock arrived in box, in great shape. Unboxed the dock and cables, took it upstairs and plugged it in.
Worked as it was supposed to.
Easy ordering, quick delivery, product as ordered.
Would buy again.",0,
3471,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LEROY ELLEBY,2.0,2019-10-30 00:00:00,美國,,"I received this item three time (3) and the 1st and 3rd time were incorrect deliveries (Received only a power supply vs. the complete docking station), and 2nd delivery was correct but the docking station was broken it did not work. to me the cord to the computer from the Docking station was severely bent and I think that what cause the unit not to work.",0,
3472,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,4.0,2020-02-01 00:00:00,美國,,Does the job,0,
3473,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JT,1.0,2019-11-05 00:00:00,美國,,"The docking station brand new was a little bit glitchy, not always connecting to my keyboard, mouse, and monitor, but mostly it operated well. I would have given it at least 4 stars until, about 6 months, later when it went into total failure mode. Now it connects to nothing. As of this writing, this product got as many 5 stars as 1 stars. So many 1-star reviewers commented that their units crapped out after about 5 months of use that I suspect the 5-star ratings will soon be 1-star rating, and I lament that there is no zero-star rating, which is what this piece of crap deserves.",0,
3474,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,st4god,5.0,2019-07-17 00:00:00,美國,,Exactly like the one in my office and easy to set up a plus for me since I’m not techy! Small in doesn’t take up valuable space on my small desk at home,0,
3475,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rockford,5.0,2019-03-20 00:00:00,美國,,This is an easy win for me. I am able to duplicate my work office with my home office and just unplug 1 cord instead of 5. Works very well. Just as described,0,
3476,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gilberth C.,5.0,2020-02-04 00:00:00,美國,,"It is a great product, did the job and was able to set up 2 monitor for my dell PC. Just have issues when I try to setup 3.",0,
3477,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dylan,2.0,2020-10-16 00:00:00,美國,,These docks are like rolling the dice on whether or not you get a working one. I suggest a different product. I've ordered 9 over the past year and 3 of them have been returned due to being defective. I'll be going with a different route from now on.,0,
3478,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jim,5.0,2019-05-10 00:00:00,美國,,"I got this to set up a home station. No problem setting it up and it all works fine. Wish for a couple more USB ports, but a USB hub takes care of that.",0,
3479,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ISD,3.0,2019-06-20 00:00:00,美國,,These do not come in original packaging nor do they include all of the cables compared to an OEM purchase,0,
3480,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,70/30,2.0,2019-08-25 00:00:00,美國,,Both times I ordered I recieved a used item complete with scratches and visible dust imbedded in the ports... Seeing as you can purchase a used or refurbished item for less this is clearly not what I expected when the description said new. Also the power bar I recieved the first time came with incompatible cables,0,
3481,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,4.0,2019-10-01 00:00:00,美國,,Good,0,
3482,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shannon Berndt,5.0,2019-08-13 00:00:00,美國,,"I love the fact that I can disconnect my laptop from my work desk, and come home to settle down a bit while still being as efficient as I was.",0,
3483,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Curt ethridge,5.0,2018-10-22 00:00:00,美國,,Works great and saves me a lot of time each day when I arrive at work ! Plug one cable in and your ready. The one cable to plug in will also charge your computer.,0,
3484,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lee Reed,1.0,2019-11-02 00:00:00,美國,,"My employer provided the first one to me. It lasted about 4 months and the port that went to my monitor just quit working. It hadn't been dropped, manhandled, or even moved since it was initially plugged in. So I bought a second one in Feb 2019. It lasted until May 2019, same problem. I bought a third one in May and it just quit today (Nov. 2nd). I don't know what the internal feature is that destroys the port, but I do know buying three in one year just doesn't make for an inexpensive product.",0,
3485,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2018-12-26 00:00:00,美國,,This docking stations works just like the one my wife got for her work computer at work so that she can work from home using multiple monitors like she does at work.,0,
3486,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Edwin Wu,5.0,2016-11-05 00:00:00,美國,,Bought it as a dock for my Dell XPS 15 to improve productivity at the office. Just connect all my peripherals to the dock and link it to my laptop's by a single USB port C cable. Transformed my ultra-book into a regular desktop workstation. Lovin it.,0,
3487,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Giselle G.,5.0,2019-10-20 00:00:00,美國,,"Bought this so I could have a 3rd monitor and I’m really pleased with it, easy set up and works like a dream. Very pleased!",0,
3488,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ethan koczka,5.0,2019-07-10 00:00:00,美國,,"it worked for a few weeks, then it just quit working .
update 7/12/19 its working correctly again. who knows if it lasts, i'm a happy customer.",0,
3489,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Troy Cockings,2.0,2019-11-07 00:00:00,美國,,"I bought 5 Of these and two are not working I tried to speak with Amazon who put me on to Dell who told me they are out of warranty
I’m going to need my money back",0,
3490,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,علي الحليمي,5.0,2021-05-20 00:00:00,美國,,Nice dock for laptops and new tablets,0,
3491,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alex Linebrink,5.0,2016-08-18 00:00:00,美國,,"This thing is AWESOME. It's small, sexy, and handles all my input and output on my desk through ONE small USB-C connector to my XPS 13 laptop. AND it charges my laptop! The charging actually seems faster than my normal power-only plug. Crazy. I couldn't ask for more.",1,
3492,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rick,5.0,2018-07-28 00:00:00,美國,,Needed a setup to duplicate what I had at work when I needed to work from home. I purchaed 2 monitors with this docking station. Everything works great. Set up was a breeze.,1,
3493,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DYRyet,1.0,2018-09-21 00:00:00,美國,,"We implemented a number of these at several of our business locations. They are plagued by frequent failures which usually revolve around the monitor connections and waking the computer from sleep. Usually a single monitor connected and can be an absolute bear to get it working properly or even at all. Plus, these new USB Type-C Docking cables are weak and break easy. It doesn't take a very careless or ""in a hurry"" end user to jack the plug easily. I recommend sticking with USB 3.0 docking stations if at all possible and avoid the WD15 completely!",5,
3494,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Danno,1.0,2018-08-24 00:00:00,美國,,"I wanted this item so that I could plug in my work laptop with 1 connection and get to work. It turns out that the bandwidth on the tiny connector is insufficient to drive two external monitors at high resolution -- you can use 2 monitors but have to downgrade their resolution because the device can't handle that much data at once. I have had to plug my monitors directly into the laptop's 2 ports, plus plug into the device (it handles power, ethernet, mouse and keyboard OK.) I'm not happy with this arrangement.",3,
3495,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,S. Hooven,5.0,2021-06-23 00:00:00,美國,,Works as advertised,0,
3496,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chip A.,5.0,2018-05-19 00:00:00,美國,,"For the price, this is a great doing station. The 130W power supply seems perfectly adequate for everything I need it for. The Macintosh compatibility is also a great feature.",0,
3497,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,1.0,2018-11-02 00:00:00,美國,,I called tech support PRIOR to purchasing this device. I was told WITHOUT hesitation that this dock would support two monitors so long as they were NOT 4k. Mine are not and yet the device still does not allow full resolution on both monitors. I got past that... plugged into my laptop... one extra step. Now two months later the dock ports are failing. ONE USB is no longer working so now my keyboard is also plugged into the laptop. Cable management is BEYOND controllable with this setup. VERY DISAPPOINTED.,0,
3498,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,J,5.0,2019-02-20 00:00:00,美國,,Works as intended- to connect laptop to an old monitor with VGI connection and a newer monitor with HDMI connection. Working smoothly with three screens total.,0,
3499,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Diamond,5.0,2019-03-13 00:00:00,美國,,"It's very nice. It looks good, it's compact, it connects easily, and it supports my two work monitors. Could not be happier with this purchase.",1,
3500,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alicia,1.0,2021-09-15 00:00:00,美國,,"Don’t bother.

I bought 2 of these. The first one worked for 3 weeks and quit charging. The second worked for 4 months and quit charging. Since the dock uses the charging port, it is effectively useless. Out of the return window so I now own a $165 paperweight.",0,
3501,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Artur,1.0,2019-04-15 00:00:00,美國,,"Dock itself worked pretty well for a few months. But week age i saw that the USB-C plastic jacket began to crack along the sides for no apparent reason. Tried to glue them but still after few days cable stoped working altogether. And of course there is no replacement cable available, so there is no other solution but to buy a new one. By making this cable irreplaceble Dell made this dock station too risky to buy.",4,
3502,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jamie Smith,2.0,2018-03-02 00:00:00,美國,,I've had the product for 4 months and HDMI outlet stopped working for my dual screen display. Otherwise it worked fine. I'm just outside of the return period so that's frustrating and it's much too expensive to replace every few months.,1,
3503,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GL,5.0,2019-07-15 00:00:00,美國,,Another company sent the same model with a crimped USB-C plug. This one sent a functional one. 5 stars.,0,
3504,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michael J Jones,5.0,2019-10-07 00:00:00,美國,,Latest generation of docking connector for Dell PC. Simple way to expand connections as well charge device,0,
3505,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michael Alexander,5.0,2020-11-13 00:00:00,美國,,Product was package as expected. No problems.,0,
3506,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,NightRunner,5.0,2019-09-29 00:00:00,美國,,Standard OEM unit at a lower cost then buying directly from Dell.,0,
3507,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GSPS,1.0,2020-09-07 00:00:00,美國,,"Purchased in June 2019. Type C cable connection no longer functioning, bad quality cable apparently. If I wiggle it it comes on and off. USB and monitor connections faulty too. Would like to return or get refund but product went out of warranty at the end of January. Wouldn’t recommend!!",0,
3508,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tin Lizzie,5.0,2019-01-08 00:00:00,美國,,Tech support is A-1. I use this to switch from one computer to another with ease.,0,
3509,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Apex Hunter,5.0,2019-12-26 00:00:00,美國,,worked seamlessly out of the box. Easy to set up.,0,
3510,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sonja McGraw,5.0,2020-01-04 00:00:00,美國,,We works great. Description accurate so able ensure compatibility,0,
3511,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,KrazyKate,5.0,2020-01-05 00:00:00,美國,,Works great and married perfectly with my company computer.,0,
3512,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kristi J.,5.0,2020-01-21 00:00:00,美國,,Works like charm. Lots of USB slots!!!,0,
3513,"戴爾 WD15 螢幕底座 4K 附 130W 轉接器,USB-C (450-AFGM),黑色",https://www.amazon.com/-/zh_TW/WD15-%E8%9E%A2%E5%B9%95%E5%BA%95%E5%BA%A7-130W-USB-C-450-AFGM/product-reviews/B01FN1YK92/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kevin Delafield,5.0,2019-11-17 00:00:00,美國,,Love u. Saves so much time and effort,0,
